Departure Time,Arrival Time,Airline Name,Airline IATA,Flight Number,Full Flight Number,Route IATA
08:30,10:45,Juneyao Airlines,HO,5394,HO5394,SHA PEK
13:30,15:45,Juneyao Airlines,HO,5396,HO5396,SHA PEK
12:25,14:45,Juneyao Airlines,HO,5741,HO5741,SHA PEK
17:30,20:00,Juneyao Airlines,HO,5743,HO5743,SHA PEK
20:15,22:45,Hainan Airlines,HU,7610,HU7610,SHA PEK
08:00,10:15,China Eastern Airlines,MU,5101,MU5101,SHA PEK
09:00,11:15,China Eastern Airlines,MU,5103,MU5103,SHA PEK
10:00,12:15,China Eastern Airlines,MU,5105,MU5105,SHA PEK
11:00,13:15,China Eastern Airlines,MU,5107,MU5107,SHA PEK
12:00,14:15,China Eastern Airlines,MU,5109,MU5109,SHA PEK
14:00,16:15,China Eastern Airlines,MU,5113,MU5113,SHA PEK
15:00,17:15,China Eastern Airlines,MU,5115,MU5115,SHA PEK
17:00,19:15,China Eastern Airlines,MU,5119,MU5119,SHA PEK
18:00,20:15,China Eastern Airlines,MU,5121,MU5121,SHA PEK
19:00,21:15,China Eastern Airlines,MU,5123,MU5123,SHA PEK
16:00,18:25,Air France,AF,4418,AF4418,TYN PVG
11:45,14:20,Shenzhen Airlines,ZH,5148,ZH5148,TYN PVG
07:30,09:40,Qantas,QF,4280,QF4280,TYN PVG
18:00,20:25,China Eastern Airlines,MU,5213,MU5213,TYN PVG
11:45,14:20,China Eastern Airlines,MU,3743,MU3743,TYN PVG
07:30,09:40,China Eastern Airlines,MU,2402,MU2402,TYN PVG
16:00,18:25,China Eastern Airlines,MU,2353,MU2353,TYN PVG
11:45,14:20,Xiamen Airlines,MF,7847,MF7847,TYN PVG
18:00,20:25,Xiamen Airlines,MF,3465,MF3465,TYN PVG
07:30,09:40,Xiamen Airlines,MF,3216,MF3216,TYN PVG
07:30,09:40,KLM,KL,8787,KL8787,TYN PVG
07:30,09:40,Juneyao Airlines,HO,5341,HO5341,TYN PVG
11:45,14:20,Juneyao Airlines,HO,1240,HO1240,TYN PVG
07:30,09:40,Delta Air Lines,DL,6434,DL6434,TYN PVG
11:45,14:20,China Southern Airlines,CZ,171,CZ171,TYN PVG
18:00,20:25,Air France,AF,5236,AF5236,TYN PVG
11:45,14:20,Air China LTD,CA,3262,CA3262,TYN PVG
11:45,14:20,Finnair,AY,3176,AY3176,TYN PVG
16:00,18:25,Air France,AF,4418,AF4418,TYN PVG
11:45,14:20,Juneyao Airlines,HO,1240,HO1240,TYN PVG
11:45,14:20,Shenzhen Airlines,ZH,5148,ZH5148,TYN PVG
17:55,20:25,Air France,AF,5236,AF5236,TYN PVG
07:30,09:40,Qantas,QF,4280,QF4280,TYN PVG
17:55,20:25,Qantas,QF,4098,QF4098,TYN PVG
17:55,20:25,China Eastern Airlines,MU,5213,MU5213,TYN PVG
07:30,09:40,Air France,AF,5277,AF5277,TYN PVG
11:45,14:20,China Eastern Airlines,MU,3743,MU3743,TYN PVG
11:45,14:20,Finnair,AY,3176,AY3176,TYN PVG
07:30,09:40,China Eastern Airlines,MU,2402,MU2402,TYN PVG
16:00,18:25,China Eastern Airlines,MU,2353,MU2353,TYN PVG
11:45,14:20,Air China LTD,CA,3262,CA3262,TYN PVG
11:45,14:20,Xiamen Airlines,MF,7847,MF7847,TYN PVG
17:55,20:25,Xiamen Airlines,MF,3465,MF3465,TYN PVG
11:45,14:20,China Southern Airlines,CZ,171,CZ171,TYN PVG
07:30,09:40,Xiamen Airlines,MF,3216,MF3216,TYN PVG
17:55,20:25,KLM,KL,8788,KL8788,TYN PVG
07:30,09:40,KLM,KL,8787,KL8787,TYN PVG
07:30,09:40,Delta Air Lines,DL,6434,DL6434,TYN PVG
07:30,09:40,Juneyao Airlines,HO,5341,HO5341,TYN PVG
06:40,08:45,Air New Zealand,NZ,3960,NZ3960,PEK HRB
08:30,10:30,Shenzhen Airlines,ZH,1643,ZH1643,PEK HRB
12:40,14:50,Shenzhen Airlines,ZH,1623,ZH1623,PEK HRB
06:40,08:45,Shenzhen Airlines,ZH,1621,ZH1621,PEK HRB
07:15,09:15,Shenzhen Airlines,ZH,1603,ZH1603,PEK HRB
08:30,10:30,Shandong Airlines,SC,5097,SC5097,PEK HRB
06:40,08:45,Shandong Airlines,SC,5091,SC5091,PEK HRB
07:15,09:15,Shandong Airlines,SC,5081,SC5081,PEK HRB
08:30,10:30,Air New Zealand,NZ,3974,NZ3974,PEK HRB
12:40,14:50,Air New Zealand,NZ,3962,NZ3962,PEK HRB
07:15,09:15,Air New Zealand,NZ,3948,NZ3948,PEK HRB
06:55,08:55,Hong Kong Airlines,HX,1139,HX1139,PEK HRB
06:55,08:55,Hainan Airlines,HU,7139,HU7139,PEK HRB
06:55,08:55,Grand China Air,CN,7139,CN7139,PEK HRB
08:30,10:30,Air China LTD,CA,1643,CA1643,PEK HRB
06:40,08:45,Air China LTD,CA,1621,CA1621,PEK HRB
12:40,14:50,Air China LTD,CA,1623,CA1623,PEK HRB
17:30,19:30,Air China LTD,CA,1611,CA1611,PEK HRB
07:15,09:15,Air China LTD,CA,1603,CA1603,PEK HRB
19:15,21:10,United Airlines,UA,7551,UA7551,PEK HRB
17:30,19:30,Air Canada,AC,6665,AC6665,PEK HRB
06:45,08:45,Shandong Airlines,SC,5091,SC5091,PEK HRB
06:45,08:45,Air China LTD,CA,1621,CA1621,PEK HRB
20:05,22:00,Shandong Airlines,SC,5093,SC5093,PEK HRB
19:15,21:10,Shandong Airlines,SC,5095,SC5095,PEK HRB
08:30,10:30,Shandong Airlines,SC,5097,SC5097,PEK HRB
06:55,08:55,Grand China Air,CN,7139,CN7139,PEK HRB
08:30,10:30,Shenzhen Airlines,ZH,1643,ZH1643,PEK HRB
20:05,22:00,Shenzhen Airlines,ZH,1639,ZH1639,PEK HRB
07:15,09:15,Shenzhen Airlines,ZH,1603,ZH1603,PEK HRB
17:30,19:30,Air China LTD,CA,1611,CA1611,PEK HRB
17:30,19:30,Shenzhen Airlines,ZH,1611,ZH1611,PEK HRB
06:45,08:45,Shenzhen Airlines,ZH,1621,ZH1621,PEK HRB
19:15,21:10,Shenzhen Airlines,ZH,1641,ZH1641,PEK HRB
12:40,14:50,Shenzhen Airlines,ZH,1623,ZH1623,PEK HRB
07:15,09:15,Air China LTD,CA,1603,CA1603,PEK HRB
17:30,19:30,Air New Zealand,NZ,3956,NZ3956,PEK HRB
22:05,#00:10,Fuzhou Airlines,FU,7129,FU7129,PEK HRB
22:05,#00:10,Hainan Airlines,HU,7129,HU7129,PEK HRB
06:55,08:55,Hainan Airlines,HU,7139,HU7139,PEK HRB
08:30,10:30,Air China LTD,CA,1643,CA1643,PEK HRB
22:05,#00:10,Hong Kong Airlines,HX,1129,HX1129,PEK HRB
06:55,08:55,Hong Kong Airlines,HX,1139,HX1139,PEK HRB
19:15,21:10,Air China LTD,CA,1641,CA1641,PEK HRB
07:15,09:15,Air New Zealand,NZ,3948,NZ3948,PEK HRB
20:05,22:00,Air China LTD,CA,1639,CA1639,PEK HRB
17:30,19:30,Shandong Airlines,SC,5087,SC5087,PEK HRB
06:45,08:45,Air New Zealand,NZ,3960,NZ3960,PEK HRB
20:05,22:00,Air Canada,AC,6663,AC6663,PEK HRB
12:40,14:50,Air New Zealand,NZ,3962,NZ3962,PEK HRB
20:05,22:00,Air New Zealand,NZ,3970,NZ3970,PEK HRB
19:15,21:10,Air New Zealand,NZ,3972,NZ3972,PEK HRB
08:30,10:30,Air New Zealand,NZ,3974,NZ3974,PEK HRB
12:40,14:50,Air China LTD,CA,1623,CA1623,PEK HRB
07:15,09:15,Shandong Airlines,SC,5081,SC5081,PEK HRB
08:30,10:40,Air Canada,AC,6662,AC6662,HRB PEK
11:40,13:40,Shenzhen Airlines,ZH,1644,ZH1644,HRB PEK
08:30,10:40,Shenzhen Airlines,ZH,1640,ZH1640,HRB PEK
15:05,17:15,Shenzhen Airlines,ZH,1604,ZH1604,HRB PEK
11:40,13:40,United Airlines,UA,7550,UA7550,HRB PEK
11:40,13:40,Shandong Airlines,SC,5098,SC5098,HRB PEK
08:30,10:40,Shandong Airlines,SC,5094,SC5094,HRB PEK
15:05,17:15,Shandong Airlines,SC,5082,SC5082,HRB PEK
08:30,10:40,Air New Zealand,NZ,3971,NZ3971,HRB PEK
15:05,17:15,Air New Zealand,NZ,3949,NZ3949,HRB PEK
11:40,13:40,Air New Zealand,NZ,3707,NZ3707,HRB PEK
07:40,09:50,Hong Kong Airlines,HX,1130,HX1130,HRB PEK
07:40,09:50,Hainan Airlines,HU,7130,HU7130,HRB PEK
07:40,09:50,Fuzhou Airlines,FU,7130,FU7130,HRB PEK
11:40,13:40,Air China LTD,CA,1644,CA1644,HRB PEK
15:05,17:15,Air China LTD,CA,1604,CA1604,HRB PEK
08:30,10:40,Air China LTD,CA,1640,CA1640,HRB PEK
15:50,18:05,Air China LTD,CA,1624,CA1624,HRB PEK
11:40,13:40,Air Canada,AC,6664,AC6664,HRB PEK
15:05,17:10,Shenzhen Airlines,ZH,1604,ZH1604,HRB PEK
21:20,23:30,Shandong Airlines,SC,5092,SC5092,HRB PEK
08:30,10:40,Shandong Airlines,SC,5094,SC5094,HRB PEK
20:40,22:45,Air China LTD,CA,1612,CA1612,HRB PEK
22:20,#00:30,Shandong Airlines,SC,5096,SC5096,HRB PEK
11:40,13:40,Shandong Airlines,SC,5098,SC5098,HRB PEK
11:40,13:40,United Airlines,UA,7550,UA7550,HRB PEK
15:05,17:10,Air China LTD,CA,1604,CA1604,HRB PEK
15:05,17:10,Shandong Airlines,SC,5082,SC5082,HRB PEK
20:40,22:45,Shenzhen Airlines,ZH,1612,ZH1612,HRB PEK
21:20,23:30,Shenzhen Airlines,ZH,1622,ZH1622,HRB PEK
15:50,18:05,Shenzhen Airlines,ZH,1624,ZH1624,HRB PEK
08:30,10:40,Shenzhen Airlines,ZH,1640,ZH1640,HRB PEK
11:40,13:40,Air Canada,AC,6664,AC6664,HRB PEK
22:20,#00:30,Shenzhen Airlines,ZH,1642,ZH1642,HRB PEK
11:40,13:40,Shenzhen Airlines,ZH,1644,ZH1644,HRB PEK
08:30,10:40,Air Canada,AC,6662,AC6662,HRB PEK
11:40,13:40,Air New Zealand,NZ,3707,NZ3707,HRB PEK
20:15,22:25,Grand China Air,CN,7140,CN7140,HRB PEK
07:40,09:50,Fuzhou Airlines,FU,7130,FU7130,HRB PEK
11:40,13:40,Air China LTD,CA,1644,CA1644,HRB PEK
07:40,09:50,Hainan Airlines,HU,7130,HU7130,HRB PEK
22:20,#00:30,Air China LTD,CA,1642,CA1642,HRB PEK
20:15,22:25,Hainan Airlines,HU,7140,HU7140,HRB PEK
07:40,09:50,Hong Kong Airlines,HX,1130,HX1130,HRB PEK
20:15,22:25,Hong Kong Airlines,HX,1140,HX1140,HRB PEK
21:20,23:30,Air New Zealand,NZ,3705,NZ3705,HRB PEK
20:40,22:45,Shandong Airlines,SC,5088,SC5088,HRB PEK
08:30,10:40,Air China LTD,CA,1640,CA1640,HRB PEK
15:05,17:10,Air New Zealand,NZ,3949,NZ3949,HRB PEK
20:40,22:45,Air New Zealand,NZ,3957,NZ3957,HRB PEK
15:50,18:05,Air New Zealand,NZ,3963,NZ3963,HRB PEK
08:30,10:40,Air New Zealand,NZ,3971,NZ3971,HRB PEK
15:50,18:05,Air China LTD,CA,1624,CA1624,HRB PEK
22:20,#00:30,Air New Zealand,NZ,3973,NZ3973,HRB PEK
21:20,23:30,Air China LTD,CA,1622,CA1622,HRB PEK
23:50,#04:25,Singapore Airlines,SQ,8445,SQ8445,CSX SIN
23:50,#04:25,Scoot,TR,125,TR125,CSX SIN
06:20,07:35,IndiGo,6E,7171,6E7171,BLR IXM
09:45,11:20,IndiGo,6E,7207,6E7207,BLR IXM
13:35,14:50,IndiGo,6E,7385,6E7385,BLR IXM
06:20,07:35,IndiGo,6E,7171,6E7171,BLR IXM
09:45,11:20,IndiGo,6E,7207,6E7207,BLR IXM
13:35,14:50,IndiGo,6E,7385,6E7385,BLR IXM
19:20,20:35,IndiGo,6E,7586,6E7586,BLR IXM
06:50,09:20,Sichuan Airlines,3U,2023,3U2023,XMN LYG
06:50,09:20,China Southern Airlines,CZ,4022,CZ4022,XMN LYG
06:50,09:20,China Express Air,G5,9061,G59061,XMN LYG
06:50,09:20,Loong Air,GJ,3223,GJ3223,XMN LYG
06:50,09:20,KLM,KL,3773,KL3773,XMN LYG
06:50,09:20,Xiamen Airlines,MF,8051,MF8051,XMN LYG
06:50,09:20,China Eastern Airlines,MU,4611,MU4611,XMN LYG
06:50,09:20,Hebei Airlines,NS,6051,NS6051,XMN LYG
14:45,17:10,Shandong Airlines,SC,5347,SC5347,PEK XIY
07:30,09:45,Air China LTD,CA,1231,CA1231,PEK XIY
16:55,19:15,Air China LTD,CA,1235,CA1235,PEK XIY
09:00,11:15,Air China LTD,CA,1289,CA1289,PEK XIY
07:00,09:20,Air China LTD,CA,791,CA791,PEK XIY
06:50,09:10,Tianjin Airlines,GS,5137,GS5137,PEK XIY
07:00,09:20,Shandong Airlines,SC,5353,SC5353,PEK XIY
06:50,09:10,Hainan Airlines,HU,7137,HU7137,PEK XIY
10:55,13:25,Hainan Airlines,HU,7237,HU7237,PEK XIY
09:00,11:15,Shenzhen Airlines,ZH,1289,ZH1289,PEK XIY
06:50,09:10,Hong Kong Airlines,HX,1137,HX1137,PEK XIY
10:55,13:25,Hong Kong Airlines,HX,1237,HX1237,PEK XIY
11:50,14:10,Shandong Airlines,SC,5343,SC5343,PEK XIY
11:50,14:10,Lufthansa,LH,7098,LH7098,PEK XIY
09:30,12:05,Shandong Airlines,SC,5341,SC5341,PEK XIY
14:45,17:10,ANA,NH,5784,NH5784,PEK XIY
09:00,11:15,Shandong Airlines,SC,5339,SC5339,PEK XIY
07:30,09:45,Shandong Airlines,SC,5337,SC5337,PEK XIY
16:05,18:20,Air China LTD,CA,1229,CA1229,PEK XIY
14:00,16:25,Air China LTD,CA,1201,CA1201,PEK XIY
14:45,17:10,Shenzhen Airlines,ZH,1225,ZH1225,PEK XIY
07:30,09:45,Shenzhen Airlines,ZH,1231,ZH1231,PEK XIY
09:30,12:05,Air China LTD,CA,1209,CA1209,PEK XIY
11:50,14:10,Shenzhen Airlines,ZH,1223,ZH1223,PEK XIY
10:55,13:25,Air Changan,9H,7237,9H7237,PEK XIY
11:50,14:10,Air China LTD,CA,1223,CA1223,PEK XIY
14:45,17:10,Air China LTD,CA,1225,CA1225,PEK XIY
06:50,09:10,Air Changan,9H,7137,9H7137,PEK XIY
09:30,12:05,Shenzhen Airlines,ZH,1209,ZH1209,PEK XIY
08:55,11:15,Shenzhen Airlines,ZH,1289,ZH1289,PEK XIY
09:30,12:05,Shandong Airlines,SC,5341,SC5341,PEK XIY
11:50,14:10,Shandong Airlines,SC,5343,SC5343,PEK XIY
16:55,19:15,Shenzhen Airlines,ZH,1235,ZH1235,PEK XIY
07:30,09:45,Shenzhen Airlines,ZH,1231,ZH1231,PEK XIY
10:55,13:25,Hong Kong Airlines,HX,1237,HX1237,PEK XIY
13:55,16:25,Shandong Airlines,SC,5345,SC5345,PEK XIY
16:05,18:20,Shenzhen Airlines,ZH,1229,ZH1229,PEK XIY
14:45,17:10,Shandong Airlines,SC,5347,SC5347,PEK XIY
16:05,18:20,Shandong Airlines,SC,5349,SC5349,PEK XIY
16:55,19:15,Shandong Airlines,SC,5351,SC5351,PEK XIY
14:45,17:10,Shenzhen Airlines,ZH,1225,ZH1225,PEK XIY
16:55,19:15,United Airlines,UA,7606,UA7606,PEK XIY
19:55,22:15,United Airlines,UA,7607,UA7607,PEK XIY
11:50,14:10,Shenzhen Airlines,ZH,1223,ZH1223,PEK XIY
13:55,16:25,Shenzhen Airlines,ZH,1201,ZH1201,PEK XIY
19:55,22:15,Shenzhen Airlines,ZH,1205,ZH1205,PEK XIY
09:30,12:05,Shenzhen Airlines,ZH,1209,ZH1209,PEK XIY
08:55,11:15,Air China LTD,CA,1289,CA1289,PEK XIY
06:50,09:10,Air Changan,9H,7137,9H7137,PEK XIY
10:55,13:25,Air Changan,9H,7237,9H7237,PEK XIY
22:20,#00:30,Air Changan,9H,7337,9H7337,PEK XIY
16:55,19:15,Air Canada,AC,6620,AC6620,PEK XIY
19:55,22:15,Air Canada,AC,6622,AC6622,PEK XIY
13:55,16:25,Air China LTD,CA,1201,CA1201,PEK XIY
19:55,22:15,Air China LTD,CA,1205,CA1205,PEK XIY
09:30,12:05,Air China LTD,CA,1209,CA1209,PEK XIY
11:50,14:10,Air China LTD,CA,1223,CA1223,PEK XIY
14:45,17:10,Air China LTD,CA,1225,CA1225,PEK XIY
16:05,18:20,Air China LTD,CA,1229,CA1229,PEK XIY
07:30,09:45,Air China LTD,CA,1231,CA1231,PEK XIY
16:55,19:15,Air China LTD,CA,1235,CA1235,PEK XIY
08:55,11:15,Shandong Airlines,SC,5339,SC5339,PEK XIY
06:50,09:10,Tianjin Airlines,GS,5137,GS5137,PEK XIY
22:20,#00:30,Tianjin Airlines,GS,5337,GS5337,PEK XIY
06:50,09:10,Hainan Airlines,HU,7137,HU7137,PEK XIY
10:55,13:25,Hainan Airlines,HU,7237,HU7237,PEK XIY
22:20,#00:30,Hainan Airlines,HU,7337,HU7337,PEK XIY
22:20,#00:30,Hong Kong Airlines,HX,1131,HX1131,PEK XIY
06:50,09:10,Hong Kong Airlines,HX,1137,HX1137,PEK XIY
14:45,17:10,Dalian Airlines,,1225,None1225,PEK XIY
11:50,14:10,Lufthansa,LH,7098,LH7098,PEK XIY
13:55,16:25,Lufthansa,LH,7100,LH7100,PEK XIY
14:45,17:10,ANA,NH,5784,NH5784,PEK XIY
19:55,22:15,Shandong Airlines,SC,5335,SC5335,PEK XIY
07:30,09:45,Shandong Airlines,SC,5337,SC5337,PEK XIY
08:30,10:40,United Airlines,UA,7602,UA7602,XIY PEK
18:15,20:55,Air China LTD,CA,1226,CA1226,XIY PEK
08:30,10:40,Shenzhen Airlines,ZH,1206,ZH1206,XIY PEK
11:00,13:25,Air China LTD,CA,1232,CA1232,XIY PEK
13:30,15:45,United Airlines,UA,7605,UA7605,XIY PEK
10:30,12:50,Tianjin Airlines,GS,5138,GS5138,XIY PEK
12:30,14:55,United Airlines,UA,7604,UA7604,XIY PEK
10:30,12:50,Hainan Airlines,HU,7138,HU7138,XIY PEK
14:30,16:55,Hainan Airlines,HU,7238,HU7238,XIY PEK
12:30,14:55,Air China LTD,CA,1290,CA1290,XIY PEK
18:30,21:00,Hainan Airlines,HU,7338,HU7338,XIY PEK
10:30,12:50,Hong Kong Airlines,HX,1138,HX1138,XIY PEK
08:30,10:40,Lufthansa,LH,7113,LH7113,XIY PEK
08:30,10:40,Shandong Airlines,SC,5336,SC5336,XIY PEK
13:30,15:45,Shandong Airlines,SC,5342,SC5342,XIY PEK
11:00,13:25,Shandong Airlines,SC,5338,SC5338,XIY PEK
12:30,14:55,Shandong Airlines,SC,5340,SC5340,XIY PEK
15:30,18:00,Air China LTD,CA,1224,CA1224,XIY PEK
12:30,14:55,Shenzhen Airlines,ZH,1290,ZH1290,XIY PEK
10:30,12:50,Air Changan,9H,7138,9H7138,XIY PEK
11:00,13:25,Shenzhen Airlines,ZH,1232,ZH1232,XIY PEK
11:00,13:25,Air Canada,AC,6629,AC6629,XIY PEK
17:30,19:55,Air China LTD,CA,1202,CA1202,XIY PEK
08:30,10:40,Air China LTD,CA,1206,CA1206,XIY PEK
13:30,15:45,Air China LTD,CA,1210,CA1210,XIY PEK
13:30,15:45,Shenzhen Airlines,ZH,1210,ZH1210,XIY PEK
11:00,13:25,Shenzhen Airlines,ZH,1232,ZH1232,XIY PEK
13:30,15:50,Shenzhen Airlines,ZH,1210,ZH1210,XIY PEK
13:30,15:50,Shandong Airlines,SC,5342,SC5342,XIY PEK
12:30,14:55,Shenzhen Airlines,ZH,1290,ZH1290,XIY PEK
08:30,10:40,Shenzhen Airlines,ZH,1206,ZH1206,XIY PEK
20:30,22:55,Shenzhen Airlines,ZH,1236,ZH1236,XIY PEK
15:30,17:55,Shandong Airlines,SC,5344,SC5344,XIY PEK
17:30,20:00,Shandong Airlines,SC,5346,SC5346,XIY PEK
18:15,21:00,Shandong Airlines,SC,5348,SC5348,XIY PEK
19:30,21:55,Shandong Airlines,SC,5350,SC5350,XIY PEK
13:30,15:50,United Airlines,UA,7605,UA7605,XIY PEK
20:30,22:55,Shandong Airlines,SC,5352,SC5352,XIY PEK
08:30,10:40,United Airlines,UA,7602,UA7602,XIY PEK
17:30,20:00,Shenzhen Airlines,ZH,1202,ZH1202,XIY PEK
19:30,21:55,Shenzhen Airlines,ZH,1230,ZH1230,XIY PEK
15:30,17:55,United Airlines,UA,7603,UA7603,XIY PEK
18:15,21:00,Shenzhen Airlines,ZH,1226,ZH1226,XIY PEK
12:30,14:55,United Airlines,UA,7604,UA7604,XIY PEK
14:30,17:00,Hong Kong Airlines,HX,1238,HX1238,XIY PEK
15:30,17:55,Shenzhen Airlines,ZH,1224,ZH1224,XIY PEK
12:30,14:55,Air China LTD,CA,1290,CA1290,XIY PEK
20:30,22:55,Air China Inner Mongolia,,1236,None1236,XIY PEK
10:30,12:50,Air Changan,9H,7138,9H7138,XIY PEK
14:30,17:00,Air Changan,9H,7238,9H7238,XIY PEK
18:30,21:00,Air Changan,9H,7338,9H7338,XIY PEK
11:00,13:25,Air Canada,AC,6629,AC6629,XIY PEK
17:30,20:00,Air China LTD,CA,1202,CA1202,XIY PEK
08:30,10:40,Air China LTD,CA,1206,CA1206,XIY PEK
13:30,15:50,Air China LTD,CA,1210,CA1210,XIY PEK
15:30,17:55,Air China LTD,CA,1224,CA1224,XIY PEK
18:15,21:00,Air China LTD,CA,1226,CA1226,XIY PEK
19:30,21:55,Air China LTD,CA,1230,CA1230,XIY PEK
11:00,13:25,Air China LTD,CA,1232,CA1232,XIY PEK
20:30,22:55,Air China LTD,CA,1236,CA1236,XIY PEK
12:30,14:55,Shandong Airlines,SC,5340,SC5340,XIY PEK
10:30,12:50,Tianjin Airlines,GS,5138,GS5138,XIY PEK
18:30,21:00,Tianjin Airlines,GS,5338,GS5338,XIY PEK
10:30,12:50,Hainan Airlines,HU,7138,HU7138,XIY PEK
14:30,17:00,Hainan Airlines,HU,7238,HU7238,XIY PEK
18:30,21:00,Hainan Airlines,HU,7338,HU7338,XIY PEK
18:30,21:00,Hong Kong Airlines,HX,1132,HX1132,XIY PEK
10:30,12:50,Hong Kong Airlines,HX,1138,HX1138,XIY PEK
18:15,21:00,Dalian Airlines,,1226,None1226,XIY PEK
08:30,10:40,Lufthansa,LH,7113,LH7113,XIY PEK
17:30,20:00,ANA,NH,5783,NH5783,XIY PEK
08:30,10:40,Shandong Airlines,SC,5336,SC5336,XIY PEK
11:00,13:25,Shandong Airlines,SC,5338,SC5338,XIY PEK
12:10,13:40,Jetstar,JQ,247,JQ247,SIN SUB
08:05,09:35,Singapore Airlines,SQ,8498,SQ8498,SIN SUB
12:10,13:40,Qantas,QF,5197,QF5197,SIN SUB
07:50,09:05,SWISS,LX,9240,LX9240,SIN SUB
07:50,09:05,Singapore Airlines,SQ,922,SQ922,SIN SUB
07:50,09:05,Lufthansa,LH,7232,LH7232,SIN SUB
12:10,13:40,KLM,KL,4877,KL4877,SIN SUB
16:30,17:50,Singapore Airlines,SQ,928,SQ928,SIN SUB
07:50,09:05,Garuda Indonesia,GA,9904,GA9904,SIN SUB
18:55,20:25,Garuda Indonesia,GA,855,GA855,SIN SUB
08:05,09:35,Scoot,TR,262,TR262,SIN SUB
12:10,13:40,Finnair,AY,6413,AY6413,SIN SUB
12:10,13:40,Air France,AF,9590,AF9590,SIN SUB
12:10,13:40,Jetstar Asia,3K,247,3K247,SIN SUB
08:05,09:35,Scoot,TR,262,TR262,SIN SUB
18:55,20:25,Saudia,SV,6204,SV6204,SIN SUB
18:55,20:25,Vietnam Airlines,VN,3289,VN3289,SIN SUB
16:30,17:50,Singapore Airlines,SQ,928,SQ928,SIN SUB
17:25,18:45,Scoot,TR,266,TR266,SIN SUB
16:30,17:50,United Airlines,UA,7714,UA7714,SIN SUB
07:50,09:05,Singapore Airlines,SQ,922,SQ922,SIN SUB
17:25,18:45,Singapore Airlines,SQ,8506,SQ8506,SIN SUB
08:05,09:35,Singapore Airlines,SQ,8498,SQ8498,SIN SUB
18:55,20:25,Singapore Airlines,SQ,5555,SQ5555,SIN SUB
16:30,17:50,SWISS,LX,9244,LX9244,SIN SUB
07:50,09:05,SWISS,LX,9240,LX9240,SIN SUB
07:50,09:05,Lufthansa,LH,7232,LH7232,SIN SUB
18:55,20:25,KLM,KL,4057,KL4057,SIN SUB
16:30,17:50,Garuda Indonesia,GA,9906,GA9906,SIN SUB
07:50,09:05,Garuda Indonesia,GA,9904,GA9904,SIN SUB
18:55,20:25,Garuda Indonesia,GA,855,GA855,SIN SUB
18:55,20:25,Etihad Airways,EY,8189,EY8189,SIN SUB
18:55,20:25,China Airlines,CI,9705,CI9705,SIN SUB
18:55,20:25,Air France,AF,3928,AF3928,SIN SUB
17:45,19:55,China Eastern Airlines,MU,2718,MU2718,CAN NKG
10:10,12:30,China Southern Airlines,CZ,3599,CZ3599,CAN NKG
17:10,19:30,China Southern Airlines,CZ,3697,CZ3697,CAN NKG
13:10,15:30,China Southern Airlines,CZ,3821,CZ3821,CAN NKG
14:10,16:25,China Southern Airlines,CZ,3855,CZ3855,CAN NKG
09:20,11:35,Juneyao Airlines,HO,5268,HO5268,CAN NKG
12:05,14:30,Juneyao Airlines,HO,5270,HO5270,CAN NKG
12:55,15:15,Juneyao Airlines,HO,5274,HO5274,CAN NKG
16:50,19:15,Juneyao Airlines,HO,5278,HO5278,CAN NKG
09:30,11:45,Hainan Airlines,HU,7113,HU7113,CAN NKG
09:30,11:45,Beijing Capital Airlines,JD,4001,JD4001,CAN NKG
09:30,11:45,Loong Air,GJ,3861,GJ3861,CAN NKG
06:25,09:00,China Eastern Airlines,MU,2818,MU2818,CAN NKG
09:20,11:35,Shandong Airlines,SC,9657,SC9657,CAN NKG
12:05,14:30,Shandong Airlines,SC,9659,SC9659,CAN NKG
12:55,15:15,Shandong Airlines,SC,9663,SC9663,CAN NKG
16:50,19:15,Shandong Airlines,SC,9667,SC9667,CAN NKG
09:20,11:35,Shenzhen Airlines,ZH,9857,ZH9857,CAN NKG
12:05,14:30,Shenzhen Airlines,ZH,9859,ZH9859,CAN NKG
12:55,15:15,Shenzhen Airlines,ZH,9863,ZH9863,CAN NKG
16:50,19:15,Shenzhen Airlines,ZH,9867,ZH9867,CAN NKG
02:05,04:15,empty,,3581,None3581,CAN NKG
12:55,15:15,Air China LTD,CA,3731,CA3731,CAN NKG
16:10,18:30,China Southern Airlines,CZ,3507,CZ3507,CAN NKG
08:10,10:30,China Southern Airlines,CZ,3513,CZ3513,CAN NKG
16:40,18:45,9 Air Co,AQ,1029,AQ1029,CAN NKG
16:50,19:15,Air China LTD,CA,3419,CA3419,CAN NKG
00:15,02:25,China Postal Airlines,CF,9135,CF9135,CAN NKG
09:20,11:35,Air China LTD,CA,3875,CA3875,CAN NKG
14:35,16:55,9 Air Co,AQ,1033,AQ1033,CAN NKG
16:15,18:25,Air China LTD,CA,1089,CA1089,CAN NKG
12:05,14:30,Air China LTD,CA,3883,CA3883,CAN NKG
06:25,09:00,China Eastern Airlines,MU,2818,MU2818,CAN NKG
09:30,11:45,Beijing Capital Airlines,JD,4001,JD4001,CAN NKG
09:20,11:35,Shandong Airlines,SC,9657,SC9657,CAN NKG
16:50,19:15,Air China LTD,CA,3419,CA3419,CAN NKG
12:05,14:30,Shandong Airlines,SC,9659,SC9659,CAN NKG
12:55,15:15,Shandong Airlines,SC,9663,SC9663,CAN NKG
